# -------------------------------------------------------
らぺるゔぁれー	Rapel Valley	AOC名や地名
りあっばいっさっ	Rías Baixas	AOC名や地名
らっっれっなけひるず	Rattlesnake Hills	AOC名や地名
りーじょん	Region	AOC名や地名
れぎおなるうぃねっ	Regional Wines	AOC名や地名
れぎおね	regione	AOC名や地名
っへいんがう	Rheingau	AOC名や地名
っへいんへっせん	Rheinhessen	AOC名や地名
りべいらさっら	Ribeira Sacra	AOC名や地名
りべらでるづえろ	Ribera del Duero	AOC名や地名
りっげ	Ridge	AOC名や地名
りーすりんぐせれくてぃおんどぐらんのーぶる	Riesling Sélection de Grains Nobles	AOC名や地名
りおは	Rioja	AOC名や地名
りゔぇら	Rivera	AOC名や地名
りゔぇりな	Riverina	AOC名や地名
りゔぇっらんっ	Riverland	AOC名や地名
ろべっつぉん	Robertson	AOC名や地名
ろげゔぁれー	Rogue Valley	AOC名や地名
ろまにあ	Romania	AOC名や地名
ろうっしっろん	Roussillon	AOC名や地名
ろやるっろぺ	Royal Slope	AOC名や地名
るえだ	Rueda	AOC名や地名
るっしあんりゔぁーゔぁれー	Russian River Valley	AOC名や地名
さいんっじゅりえん	Saint-Julien	AOC名や地名
さいんっえみりおんぐらんくりゅ	Saint-Émilion Grand Cru	AOC名や地名
さろんでこしゅ	Salon de Koshu	AOC名や地名
さんあんとにおゔぁれー	San Antonio Valley	AOC名や地名
さんぢえごかうんてぃ	San Diego County	AOC名や地名
さんっらんしっこばっ	San Francisco Bay	AOC名や地名
さんるいっおびっぽかうんてぃ	San Luis Obispo County	AOC名や地名
さんたばっばらかうんてぃ	Santa Barbara County	AOC名や地名
さんたっららかうんてぃ	Santa Clara County	AOC名や地名
さんたっるっかうんてぃ	Santa Cruz County	AOC名や地名
さんたっるっもうんたいんっ	Santa Cruz Mountains	AOC名や地名
さんたまりあゔぁれー	Santa Maria Valley	AOC名や地名
さんたっねっゔぁれー	Santa Ynez Valley	AOC名や地名
さうてっねっっれみえっっくりゅ	Sauternes Premiers Cru	AOC名や地名
さゔぁにぃん	Savagnin	AOC名や地名
さゔぉいえ	Savoie	AOC名や地名
っしあゔぁ	Schiava	AOC名や地名
っしっれっ	Schiller	AOC名や地名
っしっれっっえいん	Schillerwein	AOC名や地名
せねかれいく	Seneca Lake	AOC名や地名
せつばる	Setúbal	AOC名や地名
しぇなんどあうゔぁれー	Shenandoah Valley	AOC名や地名
しっれっっえいん	Shillerwein	AOC名や地名
しえっらふぉおてぃっるっ	Sierra Foothills	AOC名や地名
しみゕめえんゔぁれー	Similkameen Valley	AOC名や地名
っろゔぇにあ	Slovenia	AOC名や地名
っなけりゔぁーゔぁれー	Snake River Valley	AOC名や地名
そあゔぇ	Soave	AOC名や地名
そあゔぇすぺりおーれ	Soave Superiore	AOC名や地名
そのま	Sonoma	AOC名や地名
そのまこーすと	Sonoma Coast	AOC名や地名
そのまかうんてぃ	Sonoma County	AOC名や地名
そうっうあうっっらりあ	South Australia	AOC名や地名
そうっうこーすと	South Coast	AOC名や地名
そうっういっらんっっ	South Islands	AOC名や地名
そうてぇっんゔぁれー	Southern Valley	AOC名や地名
っぱいん	Spain	AOC名や地名
っっりんっまうんてんでぃすとりくと	Spring Mountain District	AOC名や地名
ったっっれあっでぃすとりくと	Stags Leap District	AOC名や地名
ってっれんぼっっう	Stellenbosch	AOC名や地名
っっるまゔぁれー	Struma Valley	AOC名や地名
すっめっらんっらけっろんっ	Summerland Lakefront	AOC名や地名
すっめっらんっゔぁっれっっ	Summerland Valleys	AOC名や地名
すぺりおーれ	Superiore	AOC名や地名
すぁんでぃすとりくと	Swan District	AOC名や地名
すぁんひる	Swan Hill	AOC名や地名
たまっゔぁれー	Tamar Valley	AOC名や地名
てじょかわ	Tejo川	AOC名や地名
てっらっでぃーおーだお	Terras do Dão	AOC名や地名
てぇっめんれぎおん	Thermenregion	AOC名や地名
っっらしあんゔぁれー	Thracian Valley	AOC名や地名
ちだるばっ	Tidal Bay	AOC名や地名
ちんたでるぱいっ	Tinta del País	AOC名や地名
とかい	Tokaj	AOC名や地名
とっぎあのろっそりぜるゔぁ	Torgiano Rosso Riserva	AOC名や地名
つあらちんひるず	Tualatin Hills	AOC名や地名
つつゔぇんゔぁれー	Tutuvén Valley	AOC名や地名
ゔぁっれでらおろたゔぁ	Valle de la Orotava	AOC名や地名
ゔぁるてっりなすぺりおーれ	Valtellina Superiore	AOC名や地名
ゔぁるるるいっらいあん	Valul lui Traian	AOC名や地名
ゔぁんこうゔぇっいっらんっ	Vancouver Island	AOC名や地名
ゔぇっぢっしおぢまてりかりぜるゔぁ	Verdicchio di Matelica Riserva	AOC名や地名
ゔぇっめんちのぢがっるら	Vermentino di Gallura	AOC名や地名
ゔぃにゃどれっでかりにゃん	Vignadores de Carignan	AOC名や地名
ゔぃんほれぎおなる	Vinho Regional	AOC名や地名
ゔぃーにょゔぇるで	Vinho Verde	AOC名や地名
ゔぃーののびれでぃもんてぷるちあーの	Vino Nobile di Montepulciano	AOC名や地名
びんてーじかば	Vintage Cava	AOC名や地名
ゔぉーぬろまねぐらんくりゅ	Vosne-Romanée Grand Cru	AOC名や地名
ゔぉーぬろまねむら	Vosne-Romanée村	AOC名や地名
わいへけいっらんっ	Waiheke Island	AOC名や地名
わいぱらゔぁれー	Waipara Valley	AOC名や地名
わいらうゔぁれー	Wairau Valley	AOC名や地名
わいたきゔぁれーのーすおたご	Waitaki Valley North Otago	AOC名や地名
うぉーかーべい	Walker Bay	AOC名や地名
わっらわっらゔぁれー	Walla Walla Valley	AOC名や地名
うえすとそのまこーすと	West Sonoma Coast	AOC名や地名
うぃるっほっせゔぁれー	Wild Horse Valley	AOC名や地名
うぃらめっとゔぁれー	Willamette Valley	AOC名や地名
やきまゔぁれー	Yakima Valley	AOC名や地名
やらゔぁれー	Yarra Valley	AOC名や地名
ぞっぜんべっっ	Zotzenberg	AOC名や地名
あーるせんりゅういき	アール川流域	AOC名や地名
あゔぇっりーのけん	アヴェッリーノ県	AOC名や地名
いるぴにあちほう	イルピニア地方	AOC名や地名
あこんかぐあかわ	アコンカグア川	AOC名や地名
あすてぃけん	アスティ県	AOC名や地名
あってぃかちほう	アッティカ地方	AOC名や地名
あでぃじぇかわ	アディジェ川	AOC名や地名
あでれーど	アデレード	AOC名や地名
あとらすさんみゃく	アトラス山脈	AOC名や地名
あとらんてぃかちほう	アトランティカ地方	AOC名や地名
あぱらちあさんみゃく	アパラチア山脈	AOC名や地名
あぺにんさんみゃく	アペニン山脈	AOC名や地名
あらざにさんみゃく	アラザニ山脈	AOC名や地名
あらざにかわ	アラザニ川	AOC名や地名
あらびあはんしま	アラビア半島	AOC名や地名
あるざすろれーぬちほう	アルザス・ロレーヌ地方	AOC名や地名
あるざすちほう	アルザス地方	AOC名や地名
あるとあでぃじぇちほう	アルト・アディジェ地方	AOC名や地名
あるぴーゆさんみゃく	アルピーユ山脈	AOC名や地名
あるぷすちろるちほう	アルプスチロル地方	AOC名や地名
あるぷすさんみゃく	アルプス山脈	AOC名や地名
あるぷすさんろく	アルプス山麓	AOC名や地名
あるまにゃっくちほう	アルマニャック地方	AOC名や地名
あるもりかさんかい	アルモリカ山塊	AOC名や地名
あれくさんどりなみずうみ	アレクサンドリナ湖	AOC名や地名
あれっさんどりあけん	アレッサンドリア県	AOC名や地名
あれっさんどりあけんがゔぃ	アレッサンドリア県ガヴィ	AOC名や地名
あれっつぉけん	アレッツォ県	AOC名や地名
あろーすこるとんむら	アロース・コルトン村	AOC名や地名
あんじぇし	アンジェ市	AOC名や地名
あんじゅーそみゅーるちく	アンジュー&ソミュール地区	AOC名や地名
あんだるしあちほう	アンダルシア地方	AOC名や地名
あんですさんちゅう	アンデス山中	AOC名や地名
あんですさんみゃく	アンデス山脈	AOC名や地名
あんですさんみゃくがわ	アンデス山脈側	AOC名や地名
あんどるえろわーるけん	アンドル・エ・ロワール県	AOC名や地名
あんとるどぅーめーるちく	アントル・ドゥー・メール地区	AOC名や地名
いおりかわ	イオリ川	AOC名や地名
いすとらはんしま	イストラ半島	AOC名や地名
いぜおみずうみ	イゼオ湖	AOC名や地名
いたりあはんしま	イタリア半島	AOC名や地名
いぴろすちほう	イピロス地方	AOC名や地名
いべりあはんしま	イベリア半島	AOC名や地名
いめれてぃちほう	イメレティ地方	AOC名や地名
いるどふらんすちほう	イル・ド・フランス地方	AOC名や地名
ゔぁいんふぃあてる	ヴァインフィアテル	AOC名や地名
ゔぁかさんみゃく	ヴァカ山脈	AOC名や地名
ゔぁっはう	ヴァッハウ	AOC名や地名
ゔぁっれだおすた	ヴァッレ・ダオスタ	AOC名や地名
ゔぁっれだおすたしゅう	ヴァッレ・ダオスタ州	AOC名や地名
ゔぁっれだおすたかぜ	ヴァッレ・ダオスタ風	AOC名や地名
ゔぁんでけん	ヴァンデ県	AOC名や地名
ゔぃーののびれでぃもんてぷるちゃーの	ヴィーノ・ノビレ・ディ・モンテプルチャーノ	AOC名や地名
ごうるぶっんゔぁれー	Goulburn Valley	AOC名や地名
うぃらめっとかわ	ウィラメット川	AOC名や地名
ゔぃるてぃんげんむら	ヴィルティンゲン村	AOC名や地名
ゔーじょむら	ヴージョ村	AOC名や地名
ゔぇすゔぃうすかざん	ヴェスヴィウス火山	AOC名や地名
ゔぇすゔぃうすやま	ヴェスヴィウス山	AOC名や地名
ゔぇすゔぃおかざん	ヴェスヴィオ火山	AOC名や地名
ゔぇすとしゅたいやーまるく	ヴェストシュタイヤーマルク	AOC名や地名
ゔぇるちぇっりけん	ヴェルチェッリ県	AOC名や地名
ゔぇるみおやま	ヴェルミオ山	AOC名や地名
ゔぉーじゅさんみゃく	ヴォージュ山脈	AOC名や地名
ゔぉーぬろまね	ヴォーヌ・ロマネ	AOC名や地名
ゔぉーぬろまねむら	ヴォーヌ・ロマネ村	AOC名や地名
うらるさんみゃく	ウラル山脈	AOC名や地名
ゔるかんらんとしゅたいやーまるく	ヴルカンラント・シュタイヤーマルク	AOC名や地名
うるぐあいかわ	ウルグアイ川	AOC名や地名
うるぐあいせんりゅういき	ウルグアイ川流域	AOC名や地名
ゔるとぅれやま	ヴルトゥレ山	AOC名や地名
うんすとるーとかわ	ウンストルート川	AOC名や地名
えーぬけん	エーヌ県	AOC名や地名
えすとれーらさんち	エストレーラ山地	AOC名や地名
えとなかざん	エトナ火山	AOC名や地名
えとなやま	エトナ山	AOC名や地名
えぶろかわ	エブロ川	AOC名や地名
えりーみずうみ	エリー湖	AOC名や地名
えるべかわ	エルベ川	AOC名や地名
えんぐりかわ	エングリ川	AOC名や地名
えんぽるだ	エンポルダ	AOC名や地名
おーゔぇるにゅちほう	オーヴェルニュ地方	AOC名や地名
おーとまるぬけん	オート・マルヌ県	AOC名や地名
おーどけん	オード県	AOC名や地名
おーばんすかわ	オーバンス川	AOC名や地名
おーぶけん	オーブ県	AOC名や地名
おーらんけん	オー・ラン県	AOC名や地名
おくしたにーちほう	オクシタニー地方	AOC名や地名
おはかわ	オハ川	AOC名や地名
おりすたーのけん	オリスターノ県	AOC名や地名
おりふぁんつかわえん	オリファンツ川沿	AOC名や地名
おりんぽすやま	オリンポス山	AOC名や地名
おんたりおみずうみ	オンタリオ湖	AOC名や地名
かすけーどさんみゃく	カスケード山脈	AOC名や地名
がすこーにゅちほう	ガスコーニュ地方	AOC名や地名
ばすくちほう	バスク地方	AOC名や地名
かすてるむら	カステル村	AOC名や地名
かちゃぽあるせんりゅういき	カチャポアル川流域	AOC名や地名
がっるーらちほう	ガッルーラ地方	AOC名や地名
かば	カバ	AOC名や地名
